video_id,days_since_upload,view_count,channel_follower_count,log_views,age_band,size_band,is_short,cell_size,cell_percentile,label,warnings
Dw7fETl0uXU,341,3262,677,8.0904,0,0,false,30,0.8667,viral,
DxOAKTIWtos,832,1266070,1810,14.0514,2,0,true,24,1.0000,viral,
E3gLGfM2IPM,1680,4336,786,8.3749,1,0,false,41,0.3171,typical,
EEaJDQKBSLo,1584,655,118,6.4862,1,0,false,41,0.0244,typical,
ERq0zGQUoAU,6,859,12600,6.7569,1,1,true,18,0.1111,typical,
EYFQ9bzNTbA,2100,7678,5670,8.9462,1,1,false,40,0.4750,typical,
EZTUmxuev-c,1854,17707,3900,9.7818,1,1,false,40,0.7500,typical,
Ehc6fxkzfzw,1890,26251,1240,10.1755,1,0,false,41,0.9024,viral,
EhyTi2wZuls,598,8792,1720,9.0817,1,0,true,27,0.4815,typical,
EnNf4MuEgWQ,1722,5414,1120,8.5969,1,0,false,41,0.4146,typical,
EuIGcdeKNf8,357,31107,2760,10.3452,1,0,true,27,0.7778,typical,
FTQHepbiq9c,565,2009,5690,7.6059,1,0,true,27,0.1852,typical,
F_loMX8aLSU,3,236,105000,5.4681,0,2,true,23,0.0435,typical,
FsRRzOcAfwA,533,1786068,11900000,14.3955,0,2,false,32,0.8438,viral,
G8WQ8124DCg,622,119624,67900,11.6921,1,1,true,18,0.5556,typical,
GJF18aOvDnw,1,3299,139000,8.1017,0,2,true,23,0.2609,typical,
GPgykbO08e8,957,5071,14600,8.5315,1,1,false,40,0.3250,typical,
GUku5D4gVjc,2230,21994,55700,9.9986,2,2,false,49,0.5510,typical,
GgaF9IJK7zk,407,11215,266000,9.3251,0,2,false,32,0.5625,typical,
GhSFn21Gemk,992,7200,12000,8.8820,1,1,false,40,0.4500,typical,
HD-u3S3slyM,838,5814,9750,8.6682,0,1,false,39,0.6923,typical,
HT1F-K3GpKU,3,15309,107000,9.6363,0,2,false,32,0.5938,typical,
HTjnklQeFp0,7,1689,4110,7.4325,1,0,true,27,0.1481,typical,
HUJDnW5HWx4,722,381647,520000,12.8523,2,2,true,23,0.3913,typical,
HYbDcOBTQ0s,2,9918,191000,9.2022,0,2,false,32,0.5000,typical,
HgTnp-fvj3c,2625,51751,110000,10.8542,2,2,false,49,0.7347,typical,
HlthXTj-Uto,1662,11516,326,9.3516,1,0,false,41,0.7561,typical,
HtbFoXJs0Xc,596,19523846,67900,16.7871,1,1,true,18,0.8889,viral,
I7VxQiiBzng,2,992,1270,6.9007,0,0,true,11,0.0909,typical,
IBf2dGzM_ig,761,120479,122000,11.6992,2,2,true,23,0.1304,typical,
ID10ZTXhFU4,306,33041665,5300000,17.3133,1,2,true,13,1.0000,viral,
IGtlBRibnFE,1252,631901,2690000,13.3565,2,2,true,23,0.4783,typical,
IQj8vz6LP9s,1525,3967,13500,8.2860,1,1,false,40,0.2250,typical,
I_cXoZbGoBs,2,860,2670,6.7581,0,0,false,30,0.6667,typical,
IlVJximaSqc,2145,1922,704,7.5616,2,0,false,30,0.1333,typical,
JMacmtvFXbc,2580,10972,21400,9.3032,2,2,false,49,0.3061,typical,
Jd28jQ8aZwA,4796,13888,21100,9.5389,2,2,false,49,0.3878,typical,
JdXPQXXSFSw,480,14081,141000,9.5527,1,2,true,13,0.2308,typical,
JiFpwFG6P6c,705,192357,326,12.1671,2,0,true,24,0.8333,viral,
Jnxg4rxp7xM,335,1369,677,7.2226,0,0,false,30,0.7667,typical,
JpLxrojhEgg,358,16026,793,9.6820,1,0,true,27,0.5926,typical,
KL_p70RtzVI,341,26257,22500,10.1757,0,2,false,32,0.6250,typical,
KtoFAXAtT_s,4281,3614,5490,8.1928,2,1,false,22,0.2273,typical,
KwENEk-0YuI,3782,3120,180000,8.0459,2,2,false,49,0.1020,typical,
L3KRFJ4K1KM,2124,30863,55700,10.3373,1,2,false,20,0.7000,typical,
LXN-h20Wz3w,1427,6949,158000,8.8465,1,2,false,20,0.3000,typical,
MC4QCJdOGCs,489,1957,303000,7.5797,0,2,false,32,0.2500,typical,
MUfAq0Q6Rnw,2215,2299,1010,7.7407,2,0,false,30,0.2000,typical,
MZM31jp3umA,3428,23255,129,10.0543,2,0,false,30,0.8333,viral,
Mi95_070CcI,1468,8974,1070,9.1022,1,0,false,41,0.5854,typical,
MjI-Fk4QQ-Y,1,7845,139000,8.9678,0,2,true,23,0.4783,typical,
Ms1mZnuuGV4,2,6,1220,1.9459,0,0,false,30,0.0667,typical,
N8hdE1EVfjk,788,315274,130000,12.6612,2,2,true,23,0.3043,typical,
NGBXHpJ1HI0,26,33,2260,3.5264,0,0,false,30,0.3000,typical,
NQKpWc3kX3w,2,68193,90300,11.1301,0,1,true,26,0.8462,viral,
NTD5nW_5wFU,1,14526,16800,9.5838,0,1,true,26,0.3846,typical,
NVcvN1lCTxQ,2072,6959,2820,8.8479,1,0,false,41,0.5366,typical,
NeBsQaq7m8k,4010,154137,428000,11.9456,2,2,false,49,0.8163,viral,
NffJNKtNlC4,1310,21867081,42900,16.9005,2,1,true,12,1.0000,viral,
NgfOHTylQxM,2290,1958,255,7.5802,2,0,false,30,0.1667,typical,
NlNH8R9ObkI,1657,2961,2190,7.9936,1,0,false,41,0.2195,typical,
NpWTdpNhgLY,2927,10614,17000,9.2700,2,1,false,22,0.7727,typical,
NszRMQZ30nU,1239,437367,570000,12.9885,2,2,true,23,0.4348,typical,
NwjcyebUgts,2015,9557,1830,9.1651,1,0,false,41,0.6098,typical,
O4XR9D-lomw,543,12606,7890,9.4420,0,1,false,39,0.8205,viral,
O8NqHt6SIUA,1915,5605,2740,8.6316,1,0,false,41,0.4634,typical,
OapKtCx-e_k,2805,16179,30000,9.6915,2,2,false,49,0.4286,typical,
PAhbNy3NIAM,898,1184614,3180,13.9849,2,0,true,24,0.9583,viral,
PWDllzSZU-w,5,1045,78000,6.9527,0,2,false,32,0.1562,typical,
P_iSmFeizDE,637,35781014,58200,17.3929,1,1,true,18,0.9444,viral,
Pn-wwHCh_s4,0,6836,266000,8.8301,0,2,true,23,0.3913,typical,
Pnko_hQAhxA,29,755,2840,6.6280,0,1,false,39,0.2308,typical,
Puefs1URTr4,4,7372,194000,8.9056,0,2,true,23,0.4348,typical,
QPtmbkm2RbU,2,1031,4440,6.9393,0,0,true,11,0.1818,typical,
QW74P3S_TLQ,4,6620621,14600,15.7057,0,1,true,26,1.0000,viral,
QWCnM2V4GX0,3588,3150,2140,8.0555,2,0,false,30,0.3000,typical,
QehOKD42L-E,412,551575,20500,13.2205,1,1,true,18,0.7778,typical,
QsR8-D0fDRY,944,27807,359000,10.2331,1,2,false,20,0.6500,typical,
Qvbexlsj4jY,1008,60988,12000,11.0184,1,1,false,40,0.9250,viral,
R1DL9r-AcxI,0,15275,28100,9.6340,0,1,true,26,0.4231,typical,
R64JEmdqMr4,702,5856449,9590,15.5831,2,1,true,12,0.9167,viral,
RHN0Czk3V4o,2915,25663,193,10.1528,2,0,false,30,0.9000,viral,
RMEEKF1yMeE,2910,6941,2430,8.8453,2,0,false,30,0.5667,typical,
RN4WjYOrS4M,1769,37823,11900,10.5407,1,1,false,40,0.8750,viral,
RRO-1rVJg8s,348,19782,1000,9.8926,1,0,true,27,0.6296,typical,
RW-bT7fmNik,1962,19122,414,9.8586,2,0,true,24,0.4167,typical,
RhFmNY43W0c,118,1406551,1110000,14.1567,0,2,false,32,0.8125,viral,
Ro6ooC4Z3Dk,5952,203975,27200,12.2258,2,2,false,49,0.8571,viral,
RshMV8P0tco,11,55,2060,4.0254,0,0,false,30,0.3333,typical,
Rxd7UwYevnY,2782,1352013,423000,14.1171,2,2,false,49,1.0000,viral,
RzDr5mDijhU,31,170,1880,5.1417,1,0,true,27,0.0741,typical,
S5FMN8p9Mws,487,3211,5750,8.0746,0,1,false,39,0.5641,typical,
S6FBAfBt9JU,1477,2541,3640,7.8407,1,1,false,40,0.0750,typical,
SEf-gQpDHOY,545,114789,671,11.6509,1,0,true,27,0.8519,viral,
SGmcgSv1Gy8,2503,20409,51700,9.9238,2,2,false,49,0.5306,typical,
SKHcp6epCaI,890,1004,25900,6.9127,1,2,false,20,0.1000,typical,
SMFedIovZkA,1035,1135,877,7.0353,2,0,true,24,0.0417,typical,
SiD6MvnlydU,996,55275,1470,10.9201,2,0,true,24,0.6250,typical,
SlRJ7ankqOU,31,1424,2450,7.2619,0,0,false,30,0.8000,viral,
Sm2rCby_Oas,1481,4273,1760,8.3603,1,0,false,41,0.2927,typical,
T-FZGK66DWk,1263,30552448,3940000,17.2350,2,2,true,23,0.8696,viral,
T5IpoY1kNmk,918,2015,422,7.6089,1,0,false,41,0.1463,typical,
TDGUBZaJpN4,2288,11639,10700,9.3622,2,1,false,22,0.8182,viral,
TLJNhwM5emc,3160,12463,4750,9.4306,2,1,false,22,0.8636,viral,
TfCEtn6RIZI,434,984619,324000,13.8000,0,2,false,32,0.7812,viral,
TheLKaydm6Q,2,267161,877000,12.4956,0,2,true,23,0.9565,viral,
TkRzFjVgQQI,888,44905,472,10.7123,2,0,true,24,0.5000,typical,
TksBi40Vks4,547,60034,195000,11.0027,0,2,false,32,0.7188,typical,
TvmYngoL8RQ,2772,484670,2550000,13.0912,2,2,false,49,0.9184,viral,
U7vjEzNnGQQ,2228,4212,44200,8.3459,2,2,false,49,0.1224,typical,
UFaNif_NqXA,0,1011,138000,6.9197,0,2,true,23,0.0870,typical,
UFnTi0jOQ-8,2253,3883,19200,8.2646,2,1,false,22,0.2727,typical,
UGokvXbgj6c,648,2778,3070,7.9298,0,1,false,39,0.5128,typical,
UItwq43it8o,2,997,89300,6.9058,0,1,true,26,0.0385,typical,
UN0kG4g_eZE,2315,5207,34500,8.5580,2,2,false,49,0.1633,typical,
UaMPOM1duws,3,7419530,2660000,15.8196,0,2,true,23,1.0000,viral,
UqWbBHXqkQ4,1,35598,3350,10.4801,0,0,true,11,1.0000,viral,
UqmFKoIHqFg,2559,19244,51700,9.8650,2,2,false,49,0.5102,typical,
V-i9brwsMw4,1195,12187,3700,9.4082,1,1,false,40,0.5750,typical,
V300qezbpKA,1057,13420,96500,9.5046,1,2,false,20,0.4500,typical,
V6ob7elRGb4,450,26415,4770,10.1817,1,0,true,27,0.7407,typical,
V6ydzItgxg8,834,2631,4720,7.8755,2,0,true,24,0.0833,typical,
VCHhrJSdYDQ,1122,58121,3540000,10.9703,1,2,false,20,0.8500,viral,
VCdw6390I5s,430,880,326,6.7811,0,0,false,30,0.7000,typical,
VFiHSfpK8zU,176,576,1220,6.3578,0,0,false,30,0.5667,typical,
VXihJlM1GYk,155,1121,4540,7.0229,0,1,false,39,0.2821,typical,
V_MloFu6lTA,757,8138976,1850000,15.9122,2,2,true,23,0.7826,typical,
Vc0et_KGQzo,4,58554,66500,10.9777,0,1,true,26,0.8077,viral,
ViuUmJfZcB8,669,3295,2230,8.1005,0,0,false,30,0.9000,viral,
WOwMA5VAe1k,2495,1514,230,7.3232,2,0,false,30,0.1000,typical,
WUy_lSG3Bcc,809,31591,98300,10.3607,2,1,true,12,0.4167,typical,
WXggcRHXYAU,1164,12074908,7570000,16.3066,2,2,true,23,0.8261,viral,
WYwb9RCTWSo,1998,17698,5160,9.7813,1,1,false,40,0.7250,typical,
WcPiy-_iG10,246,2878518,19100000,14.8728,0,2,false,32,0.8750,viral,
WdMcf09oA2k,3200,6704,3840,8.8106,2,1,false,22,0.6818,typical,
Wkx_MtkP6WE,5,7,3,2.0794,0,0,false,30,0.1000,typical,
WoPBi7quRjc,10,14,25900,2.7081,0,2,false,32,0.0625,typical,
XFrNuagQJWQ,2768,857,28500,6.7546,2,2,false,49,0.0204,typical,
XKlAVXWk0vE,1321,1730096,2240000,14.3637,1,2,false,20,0.9500,viral,
XQWrh0KPLmU,1,30841,37700,10.3366,0,1,true,26,0.5385,typical,
XSfb_GMTdD8,2535,12705,24000,9.4498,2,2,false,49,0.3673,typical,
XYeDo988WGc,1,40604,66500,10.6116,0,1,true,26,0.6923,typical,
XhocUNrn2OA,918,45400,982,10.7233,2,0,true,24,0.5417,typical,
XuIRjtv8KNU,818,8241,162,9.0170,0,0,false,30,0.9333,viral,
Xv4vKNhhA5g,1145,3632221,975000,15.1054,2,2,true,23,0.6957,typical,
Xx90saouZtg,4,6679,2630,8.8069,0,0,true,11,0.9091,viral,
XxODxALYV8o,3872,35640,180000,10.4813,2,2,false,49,0.6939,typical,
YFq5rgmrQ8s,1,1306,2890,7.1755,0,0,true,11,0.6364,typical,
YL0hGbnJ6-0,655,242520,2850,12.3988,2,0,true,24,0.9167,viral,
YsMVfAd_svU,2236,2896,1490,7.9714,2,0,false,30,0.2667,typical,
YxjDM2a44SQ,3595,18311,5570,9.8153,2,1,false,22,0.9091,viral,
YzWbvXa8MHQ,240,446,1700,6.1026,0,0,false,30,0.4667,typical,
ZIX1JLa853o,2111,33993,25000,10.4339,1,2,false,20,0.7500,typical,
ZKsrhUGAvhA,965,11408,51800,9.3422,1,2,false,20,0.4000,typical,
ZP0nyFmoKx0,0,27530,16700,10.2231,0,1,true,26,0.5000,typical,
ZPInAByPSJs,1482,3807,71400,8.2449,1,2,false,20,0.2000,typical,
ZRxncrcuN9g,4298,2401,5490,7.7841,2,1,false,22,0.0909,typical,
Z_m1geTvqTI,3,19,826,2.9957,0,0,false,30,0.1667,typical,
ZtSugZrDQZI,348,2315,9540,7.7476,0,1,false,39,0.4872,typical,
Zta5VnPFLnc,2855,10437,51800,9.2532,2,2,false,49,0.2857,typical,
Zw3f8ms16fY,2425,5515,9380,8.6154,2,1,false,22,0.5455,typical,
_86eqsi21Vc,689,92614,824,11.4362,0,0,false,30,1.0000,viral,
_KG0wBcGeF0,623,2781290,1780000,14.8384,1,2,true,13,0.8462,viral,
_OqM0kQY19Q,264,4278,34500,8.3615,0,2,false,32,0.4062,typical,
_Zs9OzyKrhQ,1330,19229,10400,9.8642,1,1,false,40,0.8000,viral,
_fCtAkWhbwo,1668,4559,14500,8.4251,1,1,false,40,0.2750,typical,
_nLDWTU1mY0,1420,10059,5870,9.2163,1,1,false,40,0.5500,typical,
_vfMa0gETpU,5080,32183,30000,10.3792,2,2,false,49,0.6327,typical,
a76PxbGQfZ4,630,2247,10500,7.7178,0,1,false,39,0.4615,typical,
aHb0rIPZ5ak,1660,5838,475,8.6723,2,0,true,24,0.2500,typical,
aM6UEQslMYE,607,6278,25900,8.7450,0,2,false,32,0.4688,typical,
a_z1qyixlQ0,2550,16840,51700,9.7316,2,2,false,49,0.4490,typical,
aq-zsHj4eP0,2,46426,13800,10.7456,0,1,true,26,0.7692,typical,
axW4mz9s4TE,2082,4978,55700,8.5130,1,2,false,20,0.2500,typical,
ay70uCYEoxE,813,147725,1330,11.9031,2,0,true,24,0.7917,viral,
b3ov-vZr6XU,3,69370,65800,11.1472,0,1,true,26,0.8846,viral,
bAriYRHoZfc,2701,48674,51800,10.7929,2,2,false,49,0.7143,typical,
bOV6Fi-WjM4,371,8944616,5690000,16.0066,0,2,false,32,1.0000,viral,
bPnR4I6BEvo,19,7,57100,2.0794,0,2,false,32,0.0312,typical,
bnqb8PmRUek,411,812,42,6.7007,0,0,false,30,0.6000,typical,
c8OWWgKmKoE,140,21145,16300,9.9592,0,1,false,39,0.9487,viral,
c9i8Gug71f4,733,2252,26300,7.7200,0,2,false,32,0.2812,typical,
cMYkAmbY5lw,369,4844,4530,8.4857,0,1,false,39,0.6410,typical,
cjCHL7LMBZQ,2379,5770,5710,8.6606,2,1,false,22,0.5909,typical,
cwtioC2m0Rk,1,28771,430000,10.2672,0,2,true,23,0.7826,typical,
d2_clGa3J7E,1144,15377,2240,9.6407,1,0,false,41,0.8537,viral,
dAG-xdu4zG0,10,231129,66500,12.3507,1,1,true,18,0.6111,typical,
dSvGGvZI1fE,3,1305,6360,7.1747,0,1,true,26,0.1154,typical,
dyeXV9pSDBY,5015,3622,3,8.1951,2,0,false,30,0.3333,typical,
eFeDVjPjUTE,2155,7609,821,8.9372,2,0,false,30,0.6333,typical,
eITx_Oeb1b0,1583,3320,9440,8.1080,1,1,false,40,0.1500,typical,
eMHWpUJVIq8,252,3648339,10600000,15.1098,0,2,false,32,0.9375,viral,
eYGrMpYpMC4,2258,5479,55700,8.6089,2,2,false,49,0.1837,typical,
ec1f4OWYObQ,771,10109,4160,9.2213,0,1,false,39,0.7949,viral,
ezZNGtJ9LCM,188,14589,1280000,9.5881,1,2,true,13,0.3077,typical,
f18fyz1Y0So,8,82,2260,4.4188,0,0,false,30,0.3667,typical,
fMf_ocnS9og,674,3623,5550,8.1953,0,1,false,39,0.5897,typical,
fRBOxyu2b2Q,3166,1106564,2550000,13.9168,2,2,false,49,0.9796,viral,
fYLl5_M7xxg,1339,5587,5880,8.6284,2,1,true,12,0.1667,typical,
fa3kgCMzJ78,1570,1374432,5340000,14.1336,1,2,false,20,0.9000,viral,
fpQZel6zXQU,7,101,11900,4.6250,0,1,false,39,0.0513,typical,
fv3G2M_Sl40,3,8057,1100000,8.9944,0,2,true,23,0.5217,typical,
fyRyMm2mnfE,4168,25121,1560,10.1315,2,0,false,30,0.8667,viral,
g2UcB36u75Q,7,7345,1040000,8.9019,1,2,true,13,0.0769,typical,
gKEbi0rusvw,1945,7591,470,8.9349,1,0,false,41,0.5610,typical,
g_mx28u_-TI,1261,1728717,3940000,14.3629,2,2,true,23,0.5652,typical,
gjjBIfkaB9g,2,1109,56100,7.0121,0,1,true,26,0.0769,typical,
gvOkErFZGrU,394,25540,33600,10.1480,1,1,true,18,0.4444,typical,
gy4v7_1Es6U,749,380199,288000,12.8485,2,2,true,23,0.3478,typical,
h0a-NcNbDag,1535,5515,159,8.6154,1,0,false,41,0.4390,typical,
h5YQu1ajzxs,657,3234704,975000,14.9894,2,2,true,23,0.6522,typical,
h6JREoZmiG0,1094,718,5220,6.5779,1,1,false,40,0.0500,typical,
hABBwUdr8vw,3,35293,13200,10.4715,0,1,true,26,0.6538,typical,
hNVEAQoVSGc,2485,4327,2830,8.3729,2,1,false,22,0.4545,typical,
hRdGv4y-X-o,508,6896,5690,8.8388,1,0,true,27,0.3704,typical,
hXGmw5HdoVo,2361,4083,2990,8.3148,2,1,false,22,0.3182,typical,
hbSwjiXW0vg,658,113198179,7780000,18.5447,2,2,true,23,0.9565,viral,
hbxbefnFyI4,1127,3702,9330,8.2169,1,1,false,40,0.2000,typical,
hmafJP0ETWo,112,5181,27600,8.5529,0,2,false,32,0.4375,typical,
ht4MTMHDV2g,1567,3755,1070,8.2311,1,0,false,41,0.2683,typical,
hvg7bDuHnbE,4554,3644,209,8.2011,2,0,false,30,0.3667,typical,
iHHdigb4z5M,512,3502,3360,8.1614,1,0,true,27,0.2963,typical,
iPcCwOGUXjE,1,325822,65800,12.6941,0,1,true,26,0.9615,viral,
