video_id,days_since_upload,view_count,channel_follower_count,log_views,age_band,size_band,is_short,cell_size,cell_percentile,label,warnings
99YPOOtJPKs,151,352,87,5.8665,2,0,true,41,0.4634,typical,
9AXl_E2GZ8Q,7,3917303,15400000,15.1809,0,2,false,34,0.8824,viral,
9EIWKqMO6UQ,9,1376901,453000,14.1353,1,1,true,36,0.7778,viral,
9MOJH2YM9Lo,14,65614990,5160000,17.9993,1,2,true,50,1.0000,viral,
9OZMIP7wru8,12,4482652,7530000,15.3157,1,2,false,25,0.8000,viral,
9PHOmuO54A8,9,60255964,12600000,17.9141,1,2,true,50,0.9600,viral,
9dbizTosnlo,7,1887692,6880000,14.4509,0,2,false,34,0.6765,typical,
9k3lzWutHb4,0,23157,182000,10.0501,0,1,true,42,0.1667,typical,
A-MLsCeURmc,12,330635,12500,12.7088,1,0,true,9,1.0000,viral,
A3V1QunvrrE,6,1161087,1310000,13.9649,0,2,true,17,0.5882,typical,
A8fXE5PoQqg,3,167143,556000,12.0266,0,1,true,42,0.5952,typical,
ADwZfmMMwWA,1,1155,742,7.0527,0,0,true,52,0.0385,typical,
AIgJlsR2YbI,2,128297,94500,11.7621,0,1,true,42,0.4524,typical,
AJ-hoe_JeAM,6,5446485,41600000,15.5105,0,2,false,34,0.9706,viral,
AMmiTiBLrBc,6,46750,57100,10.7526,0,0,false,24,0.5000,typical,
AU8eXALrOGM,6,3589352,21100000,15.0935,0,2,false,34,0.8529,viral,
AZcpA5bQXRE,94,1402,210,7.2464,2,0,true,41,0.6585,typical,
Aa7RRAHkgM4,1,22223,77800,10.0089,0,1,true,42,0.1429,typical,
AiLehkdG9k0,10,553556,1880000,13.2241,0,2,false,34,0.1765,typical,
AtkO24-V3CM,116,218961,1700000,12.2967,2,2,false,19,0.0526,typical,
AvZkBehQHsg,47,12912810,683000,16.3737,2,1,true,23,0.9565,viral,
BJxkA9xngfE,6,67946,22900,11.1265,0,0,true,52,0.6538,typical,
BK708o4iKnI,13,4209804,1220000,15.2529,1,2,true,50,0.6400,typical,
BQJywSBfSeY,566,37387938,1580000,17.4369,2,2,true,34,0.6176,typical,
BWGCC3Ov-eg,7,115773,94000,11.6594,0,1,true,42,0.4048,typical,
BWyuLvkezhI,71,8078726,41600000,15.9047,2,2,false,19,0.7895,typical,
B_qvkLXztWc,10,29158,444000,10.2805,0,1,false,29,0.1379,typical,
Bbi0qSVHhWc,11,322148,25300,12.6828,1,0,true,9,0.8889,viral,
BpxvoQZoGPI,80,177487,14300,12.0867,2,0,true,41,0.8537,viral,
BxY4YSPShaM,0,37493,67700,10.5319,0,1,true,42,0.2619,typical,
CMdJtBUs2Ys,1,11045,42900,9.3098,0,0,true,52,0.3077,typical,
CUDtU3NhJYg,8,105818,64000,11.5695,1,1,true,36,0.0833,typical,
Cc6-NORzsPM,1,1593067,15500000,14.2812,0,2,false,34,0.6176,typical,
Ch31WOr1ATs,84,2362,62,7.7677,2,0,true,41,0.7561,typical,
CixMXNxUGgU,0,5530,53500,8.6181,0,0,true,52,0.2308,typical,
Cl8VJcWEwxM,8,36299,155000,10.4996,0,1,false,29,0.2069,typical,
ClhbVW_myFs,8,235868,28000,12.3710,1,0,true,9,0.7778,typical,
CpVkp-BFdB4,28,158955,18900,11.9764,2,0,false,35,0.4571,typical,
Cw2rzMWyKVY,125,372174,100000,12.8271,2,0,false,35,0.8286,viral,
CwlMOUXwODk,391,466322933,12600000,19.9604,2,2,true,34,1.0000,viral,
CxVGyXIiqEM,72,134151,52100,11.8067,2,0,false,35,0.4000,typical,
DE8K6Q1s_IA,6,285553,15600,12.5622,0,0,true,52,0.8462,viral,
DL0IPWR3ebc,156,321641,92000,12.6812,2,0,false,35,0.8000,viral,
DhydKxv7RV8,10,85693,149000,11.3585,0,0,false,24,0.7500,typical,
DlHyGraT9xA,4,3768008,2700000,15.1421,0,2,true,17,0.7647,typical,
DnM38sAlD_s,372,355765,270000,12.7820,2,1,false,24,0.3750,typical,
DzhPKTlZZKM,12,2264122,2630000,14.6327,1,2,true,50,0.5200,typical,
E9b4uwzsyQo,0,794,76500,6.6783,0,1,true,42,0.0476,typical,
EBOAE7BkOTg,85,214757,495000,12.2773,2,1,false,24,0.1667,typical,
EHd634KMsdw,16,193902,391000,12.1751,1,1,false,25,0.6000,typical,
EKQHUjbYxEE,19,1286485,314000,14.0674,2,1,true,23,0.4783,typical,
EQIFJe9E_YA,12,1834378,9290000,14.4222,1,2,false,25,0.4400,typical,
EXZ4z_q8A_g,14,827938,314000,13.6267,1,1,true,36,0.6111,typical,
EcT2_RbCpKY,10,314043,653000,12.6573,1,1,true,36,0.3611,typical,
EiARj29Daz8,82,35,62,3.5835,2,0,true,41,0.0488,typical,
EoCv278kudQ,9,58011,93900,10.9684,0,0,false,24,0.5833,typical,
EpXoTdT53xA,7,202294,58200,12.2175,0,1,true,42,0.6429,typical,
Ezg8_QTB8Zs,10,2238862,2630000,14.6215,1,2,true,50,0.5000,typical,
F-eSShgjRpw,16,946876,757000,13.7609,1,1,false,25,0.9600,viral,
FA8Ue-5LhxU,1,54281,631,10.9019,0,0,true,52,0.5769,typical,
Fgs0_Lvqsjs,14,314723,128000,12.6595,1,0,false,19,1.0000,viral,
FkNi9oOlXIc,8,4082531,14900000,15.2222,1,2,true,50,0.6200,typical,
FozEFd-ATNk,14,202088,43100,12.2165,1,0,true,9,0.5556,typical,
FwMxbN0VpWc,6,98114,13400,11.4939,0,0,false,24,0.8333,viral,
G6ZqxxX8Yds,8,9155228,15900000,16.0298,1,2,true,50,0.8400,viral,
GN0VIHVg-yc,121,1535202,758000,14.2442,2,1,false,24,0.9583,viral,
GQSCwZJp4bE,13,1412004,453000,14.1605,1,1,true,36,0.8056,viral,
GWMM8C3SOA0,7,461189,238000,13.0416,0,1,true,42,0.8571,viral,
GXy5gc2OSc0,7,464654,44100,13.0491,0,0,true,52,0.9038,viral,
Gfmsnx10dZc,15,205106,53900,12.2313,1,0,false,19,0.9474,viral,
H5zMj_ToABo,7,100715,552000,11.5201,0,1,false,29,0.6207,typical,
H7NlHluxFPs,14,71681,56400,11.1800,1,0,false,19,0.6842,typical,
HM5tMPzvwx0,6,83796,236000,11.3362,0,1,true,42,0.3333,typical,
H_2wj2bkNMw,7,314073,94500,12.6574,0,1,true,42,0.7619,typical,
HcleKeby4BI,13,1419777,2700000,14.1660,1,2,true,50,0.3800,typical,
HhM0BYCHL00,2636,76184383,12000000,18.1487,2,2,false,19,1.0000,viral,
HskAGu0XL3c,43,969863,816000,13.7849,2,1,false,24,0.7917,viral,
I4KAk3K_GWg,11,33202,3370,10.4104,1,0,false,19,0.2632,typical,
IAuCb1gwEfU,10,151952,81600,11.9313,0,0,false,24,0.9167,viral,
IIScvAPrlAg,14,51324,490000,10.8459,1,1,false,25,0.2400,typical,
IJXpt_VMO0w,536,99,54,4.6052,2,0,true,41,0.1463,typical,
IJ_aBmbjSIw,12,50373,109000,10.8272,1,0,false,19,0.4737,typical,
IJqmDj1C_qA,7,672705,15600000,13.4191,0,2,false,34,0.4412,typical,
IgJNbG5ToKk,11,152719,389000,11.9364,1,1,false,25,0.5200,typical,
Iji-8HTqHj4,0,4820,52600,8.4807,0,0,true,52,0.2115,typical,
ImYUmPJpw-g,1,121900,2490,11.7110,0,0,true,52,0.7115,typical,
IuY-1JwPSB0,518,2600498,788000,14.7712,2,1,true,23,0.6522,typical,
JTiDpnH5CxA,27,802180,304000,13.5951,2,1,false,24,0.7083,typical,
JVj5uYFd00w,16,5418975,2640000,15.5054,2,2,true,34,0.3235,typical,
JWhF6yOx8dI,11,7732254,5790000,15.8609,1,2,true,50,0.7800,viral,
JY9c884crk4,1,28262,116,10.2493,0,0,true,52,0.5000,typical,
J_llh3_h8dQ,1054,2689,21300,7.8973,2,0,false,35,0.0571,typical,
Jb7j7h6orQM,8,163092,8830000,12.0021,0,2,false,34,0.0882,typical,
JjsOnjSHNWA,146,198553,25600,12.1988,2,0,false,35,0.6000,typical,
Jk3j1Mh3SZE,5,709638,12000000,13.4725,0,2,false,34,0.5294,typical,
K7nePqpH5U8,2,990378,7240000,13.8058,0,2,true,17,0.5294,typical,
KE6cWMTTE8U,0,4442,5560,8.3991,0,0,true,52,0.1923,typical,
KOhECj6ig-o,11,96086,292000,11.4730,1,1,false,25,0.4400,typical,
KQ_ojKUpfYQ,10,71760,540000,11.1811,0,1,false,29,0.4138,typical,
KSFDMA4e8OY,190,454408,80500,13.0268,2,0,false,35,0.8571,viral,
KdAAx9-7z3s,7,703933,2090000,13.4644,0,2,false,34,0.5000,typical,
KdSKo6E1NhU,413,1656765,38300,14.3204,2,0,true,41,1.0000,viral,
KvVZWelsIl8,20,4265663,2870000,15.2661,2,2,true,34,0.2647,typical,
LOPtYB8Nvfk,125,100,151,4.6151,2,0,true,41,0.1707,typical,
LObP7fr0nh4,95,147,1890,4.9972,2,0,true,41,0.2927,typical,
LVqsAFvrGgE,20,60760,280000,11.0147,1,1,false,25,0.2800,typical,
Lb-ugeY0m2I,1,7938,6110,8.9795,0,0,true,52,0.2500,typical,
Lw7YLThHrVQ,157,285,151,5.6560,2,0,true,41,0.4146,typical,
M21ixJ8bCWo,11,344097,865000,12.7487,1,2,true,50,0.0800,typical,
MEEoRPdxAPY,13,1338559,15900000,14.1071,1,2,true,50,0.3200,typical,
MMM6DhEBY2I,145,242438,5790,12.3985,2,0,false,35,0.7143,typical,
MVUdKH8DxjI,89,365272,383000,12.8084,2,1,true,23,0.2174,typical,
M_bSEF-yCME,71,736410,1070000,13.5095,2,1,false,24,0.6250,typical,
MinXO53Ib_A,27,69746,69600,11.1526,2,0,false,35,0.1429,typical,
MnOGiLeOypE,442,3055409,184000,14.9324,2,1,false,24,1.0000,viral,
MnUjFKFR3eI,9,581976,15600000,13.2742,0,2,false,34,0.2647,typical,
MuBcNrIRi_U,148,296265,187000,12.5990,2,1,false,24,0.3333,typical,
N7wdRhuzWrE,2,200458,1200,12.2084,0,0,true,52,0.8269,viral,
NIDcYJ9HiKM,1,335748,227000,12.7241,0,1,true,42,0.8095,viral,
NTL2Zozszgs,0,1578,57200,7.3645,0,1,true,42,0.0714,typical,
NXMMUdWiKFo,12,6113834,2700000,15.6261,1,2,true,50,0.7400,typical,
Nc9DKzkSyuc,12,598449,93300,13.3021,1,1,true,36,0.5278,typical,
Ng5KDoviAco,8,1356265,180000,14.1202,1,1,true,36,0.7500,typical,
NjhGpTzYNe0,7,554213,7310,13.2253,0,0,true,52,0.9231,viral,
NqZ-3PhdpFc,2,95346,431000,11.4653,0,1,true,42,0.3810,typical,
Nr7QkvKShlc,12,39229,55700,10.5772,1,0,true,9,0.2222,typical,
NrmT0o4gKRc,1,149617,56900,11.9158,0,0,true,52,0.7500,typical,
NymtEatsPI4,13,86918,117000,11.3727,1,0,false,19,0.8421,viral,
O2EoxahnZq0,8,201831,81900,12.2152,1,1,true,36,0.1944,typical,
O2ZnaHSQxVI,61,6529798,1390000,15.6919,2,2,true,34,0.3824,typical,
OHolK0VDjSM,5,1832010,5980000,14.4209,0,2,false,34,0.6471,typical,
OPTk031PrOA,55,172681,53400,12.0592,2,0,false,35,0.5714,typical,
OQc0If1okhU,4,1027399,23300000,13.8425,0,2,false,34,0.5882,typical,
OXe85UVUSfQ,15,2676651,681000,14.8001,1,1,true,36,0.8611,viral,
Oajj38LBBNo,0,2281,1160,7.7328,0,0,true,52,0.0962,typical,
Oh8KSzucd5I,8,752573,816000,13.5313,0,1,false,29,0.9655,viral,
OoeZjY_dXBM,9,294267,1220000,12.5922,1,2,true,50,0.0400,typical,
OpMvO5jsDzg,1,9832,66600,9.1935,0,1,true,42,0.0952,typical,
OsC0R5gSKUI,123,2006681,92600,14.5120,2,0,false,35,0.9429,viral,
OvF9kRTXBWA,28,6580929,41600000,15.6997,2,2,false,19,0.6842,typical,
PJJbPioyVhc,20,748778,93300,13.5262,2,1,true,23,0.3913,typical,
PT3jReHF3Eo,0,14446,4980000,9.5782,0,2,true,17,0.1176,typical,
PTXFb1Wklj8,539,587340,229000,13.2834,2,1,false,24,0.5417,typical,
PZhd2upaNEo,10,33056,35800,10.4060,0,0,false,24,0.3750,typical,
Pmh5q5P9Fa0,14,28546,32300,10.2593,1,0,false,19,0.2105,typical,
Q-cLuusNfmQ,6,90051,157000,11.4081,0,1,true,42,0.3571,typical,
Q3Dr2h_gPdo,13,213275,933000,12.2703,1,1,false,25,0.6400,typical,
QJkVf1NUOk4,77,59,160,4.0943,2,0,true,41,0.1220,typical,
QQDZnxErqdo,20,5522981,1030000,15.5244,2,2,true,34,0.3529,typical,
QR6e1osAG5Q,5,32431,39600,10.3869,0,0,false,24,0.3333,typical,
QSQa4KszJvc,30,926804,126000,13.7395,2,1,true,23,0.4348,typical,
QkhvOy5jfD0,10,89726,31800,11.4045,0,0,false,24,0.7917,viral,
Qnr03oSkc1Q,11,382493,9330000,12.8545,1,2,true,50,0.1000,typical,
R-6gnoD1Ork,198,479859,76100,13.0812,2,0,false,35,0.8857,viral,
R1WCu1JTEbg,8,16047,35100,9.6833,0,0,false,24,0.1667,typical,
R6lVOmLoJ24,4,153826,475000,11.9436,0,1,true,42,0.5476,typical,
RKoBYwBnUrU,12,255013,213000,12.4491,1,1,false,25,0.7600,typical,
ROGgkGfiUb4,28,3859243,654000,15.1660,2,1,true,23,0.7391,typical,
RQ25uZktqb4,50,30,25,3.4340,2,0,true,41,0.0244,typical,
RQHfa9sCPaQ,5,134289,169000,11.8078,0,1,true,42,0.5000,typical,
RXOhh8MbMsY,234,303,576,5.7170,2,0,true,41,0.4390,typical,
RdyYVmr_Nw0,6,63013,33400,11.0511,0,0,true,52,0.6154,typical,
RgsOUkhpnjY,8,14507,278000,9.5825,1,1,true,36,0.0278,typical,
RibgwOOYR54,29,75209,44200,11.2280,2,0,false,35,0.1714,typical,
S-8oDl-h4WE,46,267,576,5.5910,2,0,true,41,0.3659,typical,
S-UuLVkMqdg,10,592601,594000,13.2923,0,1,false,29,0.9310,viral,
S4PUjj_b7tY,40,39,1890,3.6889,2,0,true,41,0.0976,typical,
S6Oj5DYrFP0,69,109317,56400,11.6020,2,0,false,35,0.3429,typical,
S9tmAT2qgcc,9,79858,531000,11.2880,0,1,false,29,0.4483,typical,
SIyGLcpBEzw,0,76372,14900000,11.2434,0,2,true,17,0.1765,typical,
SKfm5Mxd-NY,6,192942,50600,12.1702,0,0,true,52,0.8077,viral,
SNO6x-FOpp8,6,7498886,283000,15.8303,0,1,true,42,1.0000,viral,
SOG4eWLptNw,21,54670,266000,10.9091,2,1,false,24,0.0417,typical,
SdKMDwv6GZA,55,865,7200,6.7639,2,0,true,41,0.5610,typical,
Si95ZgS_7hE,0,17755,222000,9.7845,0,1,true,42,0.1190,typical,
T3aMP-s7mEA,12,47268,403000,10.7636,1,1,false,25,0.1200,typical,
T7k6fFQu66Q,17,147824,189000,11.9038,2,1,true,23,0.0870,typical,
T8-kcrF2NLk,1,2642,4260,7.8797,0,0,true,52,0.1346,typical,
TDrUxLCxAY8,7,512806,3560000,13.1477,0,2,false,34,0.1471,typical,
TH8lLgW3W40,6,58379,114000,10.9747,0,1,true,42,0.2857,typical,
TMtIr0LAds8,5,9062,2930,9.1120,0,0,false,24,0.0833,typical,
TUe13tOHvGw,219,1325,576,7.1899,2,0,true,41,0.6341,typical,
TYctIqaOyXA,7,9402,73600,9.1488,0,0,false,24,0.1250,typical,
T_RM8gdvjOo,20,92672,661000,11.4368,1,1,false,25,0.4000,typical,
Tc5LpIAC4vc,5,1313623,711000,14.0883,0,1,true,42,0.9286,viral,
TotM8V8UETM,14,52284,151000,10.8645,1,0,false,19,0.5263,typical,
UB43WYdjfVQ,6,508684,659000,13.1396,0,1,true,42,0.8810,viral,
UBIFrQKOsHM,1,316661,455000,12.6656,0,1,true,42,0.7857,viral,
UCQHzrCN-BI,43,233649,8040,12.3616,2,0,true,41,0.9024,viral,
UGRy_NEKlgg,305,23199325,328000,16.9596,2,1,true,23,1.0000,viral,
UQ1SOmnaOG8,11,215853,300000,12.2824,1,1,true,36,0.2222,typical,
USQq32xDBLs,16,2814036,12500000,14.8501,1,2,false,25,0.5600,typical,
USp8IWeIXjg,13,79771,697000,11.2869,1,1,false,25,0.3600,typical,
UV5MmScWe0A,339,9363932,58500,16.0524,2,1,true,23,0.8696,viral,
Us2rb1cgYQ0,6,623844,15600000,13.3437,0,2,false,34,0.3529,typical,
Uvf2hyxhKXY,25,3337516,20700000,15.0207,2,2,false,19,0.5263,typical,
UvvRCDbjUgs,6,39628,1080000,10.5873,0,1,false,29,0.2414,typical,
V6eTTHcch4A,14,677005,7240000,13.4254,1,2,true,50,0.1600,typical,
VARJThr_8Ws,17,58360,124000,10.9744,1,0,false,19,0.5789,typical,
VV8WIdm2zx4,19,215731,2120000,12.2818,1,2,false,25,0.0400,typical,
Vq_YMRYnZzE,15,314958,3560000,12.6602,1,2,false,25,0.1600,typical,
VwTZDak1iPk,727,12781963,2830000,16.3635,2,2,true,34,0.5000,typical,
W6P5SBrv8lE,2,34506,53000,10.4489,0,0,true,52,0.5192,typical,
W6q5vFEedcA,18,3110762,20700000,14.9504,1,2,false,25,0.6400,typical,
WFaTbs7ua1U,36,46117,31100,10.7390,2,0,false,35,0.0857,typical,
WHIx95TaaZ0,17,796850,647000,13.5884,1,1,false,25,0.9200,viral,
We_vg9iRdjw,10,1175571,1480000,13.9773,1,2,true,50,0.2800,typical,
Wo2yToeCvNY,32,108145,523000,11.5912,2,1,false,24,0.0833,typical,
WtpxIkNqiwI,11,89366,1150,11.4005,1,0,true,9,0.3333,typical,
XCPoGzqw1rI,542,4977745,1580000,15.4205,2,2,true,34,0.2941,typical,
XHe_-chR12g,16,885665,7240000,13.6941,2,2,true,34,0.0882,typical,
XjQ20Vp_tXk,9,8864,21600,9.0899,0,0,false,24,0.0417,typical,
Y9--gaZvK-k,11,289716,121000,12.5767,1,1,true,36,0.3056,typical,
YDIGdfNIDW4,1,80550,202000,11.2966,0,1,true,42,0.3095,typical,
YE1qvo9ZXUs,5,680961,2910000,13.4313,0,2,false,34,0.4706,typical,
Yd9RxRRmzfk,0,577,77700,6.3596,0,1,true,42,0.0238,typical,
YfyC7PQZByQ,142,263839,1360000,12.4831,2,1,false,24,0.2500,typical,
Yjw1IwCPnYw,12,111554,1080000,11.6223,1,1,false,25,0.4800,typical,
YkH_HNqizLU,91,171195,31100,12.0506,2,0,false,35,0.5429,typical,
Yt47D2e3OgE,11,277047,507000,12.5319,1,1,true,36,0.2778,typical,
Yy2TJ6aI2Do,1,609363,545,13.3202,0,0,true,52,0.9423,viral,
Z92VfZDrDOE,7,234074,122000,12.3634,0,1,true,42,0.7143,typical,
ZV70mT8kgI0,38,161131,425000,11.9900,2,1,false,24,0.1250,typical,
ZVr5mULU99E,23,2042436,7240000,14.5297,2,2,true,34,0.2059,typical,
ZdtvArlMDsg,5,1960961,5730000,14.4889,0,2,false,34,0.7059,typical,
